unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
66464017,2025-10-13T23:41:55.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,1450 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,09 BRONX,2039000025,BRONX,1021281,244033,PHONE,Unspecified,BRONX,,,,,,,,40.83641189,-73.8661756,"
,  
(40.836411886939864, -73.86617559669034)"
66466870,2025-10-13T23:41:55.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10460,1450 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,09 BRONX,2039000025,BRONX,1021281,244033,PHONE,Unspecified,BRONX,,,,,,,,40.83641189,-73.8661756,"
,  
(40.836411886939864, -73.86617559669034)"
66469687,2025-10-13T23:41:37.000,2025-10-13T23:59:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:59:51.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66469623,2025-10-13T23:41:11.000,2025-10-13T23:59:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:59:32.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463638,2025-10-13T23:41:03.000,2025-10-13T23:57:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,100 PITT STREET,PITT STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,PITT STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:57:03.000,03 MANHATTAN,1003380001,MANHATTAN,989257,201381,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71941963,-73.98193723,"
,  
(40.719419634260326, -73.98193723314219)"
66465103,2025-10-13T23:40:59.000,2025-10-14T00:16:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11101,40-14 12 STREET,12 STREET,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,12 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:16:07.000,01 QUEENS,4004700200,QUEENS,1000021,214633,MOBILE,Unspecified,QUEENS,,,,,,,,40.75578045,-73.94307501,"
,  
(40.75578044551614, -73.9430750123803)"
66471727,2025-10-13T23:40:38.000,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10009,11 AVENUE D,AVENUE D,COLUMBIA STREET,EAST    3 STREET,COLUMBIA STREET,EAST    3 STREET,ADDRESS,NEW YORK,AVENUE D,,In Progress,,,,03 MANHATTAN,1003720039,MANHATTAN,990221,201728,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72037147,-73.97845929,"
,  
(40.72037146753582, -73.97845929268045)"
66465400,2025-10-13T23:40:37.000,2025-10-14T00:42:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10463,49 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,WEST  225 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T00:43:03.000,08 BRONX,1022150116,BRONX,1009652,257603,PHONE,Unspecified,BRONX,,,,,,,,40.87369857,-73.90814958,"
,  
(40.87369857353044, -73.90814957564673)"
66465939,2025-10-13T23:40:25.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,66-25 52 AVENUE,52 AVENUE,66 STREET,67 STREET,66 STREET,67 STREET,ADDRESS,MASPETH,52 AVENUE,,In Progress,,,,05 QUEENS,4024130001,QUEENS,1012325,206575,ONLINE,Unspecified,QUEENS,,,,,,,,40.73363276,-73.89869773,"
,  
(40.733632759746, -73.89869773178044)"
66469749,2025-10-13T23:40:09.000,2025-10-13T23:40:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:40:46.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66472322,2025-10-13T23:40:06.000,2025-10-14T00:11:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11435,84-40 LANDER STREET,LANDER STREET,84 ROAD,PERSHING CRESCENT,84 ROAD,PERSHING CRESCENT,ADDRESS,JAMAICA,LANDER STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2025-10-14T00:11:24.000,08 QUEENS,4097140160,QUEENS,1035421,198945,PHONE,Unspecified,QUEENS,,,,,,,,40.71258684,-73.81541926,"
,  
(40.71258683728485, -73.81541925876061)"
66463814,2025-10-13T23:39:46.000,2025-10-13T23:40:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:41:03.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66469440,2025-10-13T23:39:22.000,2025-10-14T00:53:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10018,508 9 AVENUE,9 AVENUE,WEST   38 STREET,WEST   39 STREET,WEST   38 STREET,WEST   39 STREET,ADDRESS,NEW YORK,9 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T00:54:04.000,04 MANHATTAN,1007620003,MANHATTAN,985830,214755,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75612923,-73.994297,"
,  
(40.7561292284094, -73.99429700430439)"
66462170,2025-10-13T23:39:13.000,2025-10-14T00:30:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11212,270 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,EAST NEW YORK AVENUE,LIBERTY AVENUE,EAST NEW YORK AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,MOTHER GASTON BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:30:53.000,16 BROOKLYN,3034890001,BROOKLYN,1009861,184398,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67276962,-73.90767285,"
,  
(40.672769616675254, -73.9076728513286)"
66468586,2025-10-13T23:39:04.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66472841,2025-10-13T23:39:04.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66468364,2025-10-13T23:39:04.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66469855,2025-10-13T23:39:04.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66465646,2025-10-13T23:39:03.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66472652,2025-10-13T23:39:03.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66466914,2025-10-13T23:39:03.000,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66468366,2025-10-13T23:39:03.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66472829,2025-10-13T23:39:03.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10025,926 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,07 MANHATTAN,1018770032,MANHATTAN,993665,230765,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80006758,-73.96599421,"
,  
(40.800067580469914, -73.96599421075551)"
66465054,2025-10-13T23:39:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10039,,,,,MACOMBS PLACE,WEST 153 STREET,INTERSECTION,MANHATTAN,,,Open,,,,10 MANHATTAN,,MANHATTAN,1001774,240655,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.8272005,-73.93667971,"
,  
(40.827200501970474, -73.93667971468801)"
66469085,2025-10-13T23:38:50.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11102,22-14 ASTORIA BOULEVARD,ASTORIA BOULEVARD,22 STREET,23 STREET,22 STREET,23 STREET,ADDRESS,ASTORIA,ASTORIA BOULEVARD,,In Progress,,,,01 QUEENS,4005420005,QUEENS,1005035,220512,ONLINE,Unspecified,QUEENS,,,,,,,,40.77190641,-73.92495895,"
,  
(40.77190641366708, -73.92495894766199)"
66468052,2025-10-13T23:38:42.000,2025-10-13T23:40:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:40:45.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467393,2025-10-13T23:38:40.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,11428,215-21 JAMAICA AVENUE,JAMAICA AVENUE,215 STREET,215 PLACE,215 STREET,215 PLACE,ADDRESS,QUEENS VILLAGE,JAMAICA AVENUE,,In Progress,,,,13 QUEENS,4106070040,QUEENS,1056300,200701,PHONE,Unspecified,QUEENS,,,,,,,,40.71726122,-73.74008746,"
,  
(40.717261224430544, -73.74008745615645)"
66466979,2025-10-13T23:38:37.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,11 AVENUE D,AVENUE D,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,03 MANHATTAN,1003720039,MANHATTAN,990221,201728,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72037147,-73.97845929,"
,  
(40.72037146753582, -73.97845929268045)"
66465433,2025-10-13T23:38:31.000,2025-10-14T00:19:15.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1435 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:19:18.000,04 BRONX,2025370038,BRONX,1005174,246677,ONLINE,Unspecified,BRONX,SUV,,,,,,,40.84372175,-73.92437556,"
,  
(40.843721745138744, -73.92437555648263)"
66468471,2025-10-13T23:38:26.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2040 BRONXDALE AVENUE,BRONXDALE AVENUE,,,,,ADDRESS,BRONX,,,Open,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-10-13T00:00:00.000,11 BRONX,2042850005,BRONX,1021173,249273,PHONE,Unspecified,BRONX,,,,,,,,40.85079459,-73.86653704,"
,  
(40.850794587937656, -73.86653703997725)"
66466049,2025-10-13T23:38:24.000,,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11228,7314 12 AVENUE,12 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,BROOKLYN,12 AVENUE,,In Progress,,,,10 BROOKLYN,3061980043,BROOKLYN,981869,166129,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62266189,-74.00857701,"
,  
(40.62266189292592, -74.00857701250766)"
66468160,2025-10-13T23:38:22.000,2025-10-13T23:40:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:41:02.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66466836,2025-10-13T23:37:59.000,2025-10-14T00:22:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11213,777 EASTERN PARKWAY,EASTERN PARKWAY,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2025-10-14T00:22:38.000,08 BROOKLYN,3012640044,BROOKLYN,1000104,183179,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66944659,-73.9428495,"
,  
(40.669446585319534, -73.94284949743593)"
66465918,2025-10-13T23:37:53.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11220,536 48 STREET,48 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,48 STREET,,In Progress,,,,07 BROOKLYN,3007750021,BROOKLYN,981957,174514,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64567696,-74.00826286,"
,  
(40.64567696078019, -74.00826286164686)"
66465066,2025-10-13T23:37:53.000,2025-10-14T00:39:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,3320 KOSSUTH AVENUE,KOSSUTH AVENUE,EAST  208 STREET,EAST  210 STREET,EAST  208 STREET,EAST  210 STREET,ADDRESS,BRONX,KOSSUTH AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2025-10-14T00:39:18.000,07 BRONX,2033260064,BRONX,1016890,259709,ONLINE,Unspecified,BRONX,,,,,,,,40.87945509,-73.88196765,"
,  
(40.879455089466134, -73.88196764897191)"
66472276,2025-10-13T23:37:45.000,2025-10-14T00:27:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10035,212 EAST  122 STREET,EAST  122 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  122 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:27:49.000,11 MANHATTAN,1017860042,MANHATTAN,1001774,231305,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80153737,-73.93670413,"
,  
(40.801537371263585, -73.93670412684615)"
66466488,2025-10-13T23:37:40.000,2025-10-14T00:35:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-08 30 AVENUE,30 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T00:35:09.000,01 QUEENS,4006510044,QUEENS,1007178,217974,ONLINE,Unspecified,QUEENS,,,,,,,,40.76493497,-73.91723064,"
,  
(40.7649349673246, -73.91723063750871)"
66471188,2025-10-13T23:37:32.000,2025-10-14T00:17:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2310 WALTON AVENUE,WALTON AVENUE,EAST  183 STREET,EAST  184 STREET,EAST  183 STREET,EAST  184 STREET,ADDRESS,BRONX,WALTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T00:17:44.000,05 BRONX,2031830007,BRONX,1011239,252227,MOBILE,Unspecified,BRONX,,,,,,,,40.85893839,-73.90243284,"
,  
(40.85893838582096, -73.90243284003532)"
66466720,2025-10-13T23:37:14.000,2025-10-13T23:40:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:40:48.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66466812,2025-10-13T23:36:57.000,2025-10-13T23:40:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:40:57.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464090,2025-10-13T23:36:34.000,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,640 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,09 MANHATTAN,1020880074,MANHATTAN,996947,239821,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82491967,-73.95412291,"
,  
(40.82491966767226, -73.95412291306019)"
66471509,2025-10-13T23:35:54.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10003,21 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-10-13T00:00:00.000,03 MANHATTAN,1004430035,MANHATTAN,987505,202877,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72352661,-73.98825685,"
,  
(40.723526611157, -73.98825685458036)"
66466721,2025-10-13T23:35:47.000,2025-10-13T23:40:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-13T23:40:50.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66473089,2025-10-13T23:35:44.000,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11101,1-55 BORDEN AVENUE,BORDEN AVENUE,CENTER BOULEVARD,2 STREET,CENTER BOULEVARD,2 STREET,ADDRESS,LONG ISLAND CITY,BORDEN AVENUE,,In Progress,,,,02 QUEENS,4000067501,QUEENS,995512,209716,ONLINE,Unspecified,QUEENS,,,,,,,,40.74229141,-73.95935835,"
,  
(40.74229141366695, -73.95935835443481)"
66465414,2025-10-13T23:35:41.000,2025-10-14T01:13:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3495 BROADWAY,BROADWAY,WEST  142 STREET,WEST  143 STREET,WEST  142 STREET,WEST  143 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:12.000,09 MANHATTAN,1020890033,MANHATTAN,997661,239832,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8249488,-73.95154305,"
,  
(40.82494880432053, -73.95154305067291)"
